state,lga,crop,season,area_ha,yield_t_ha,production_t,quality_grade
Anambra,Anambra-LGA-04,millet,2022_dry,1003.1,1.62,1621.7,Grade B
Zamfara,Zamfara-LGA-07,rice,2022_dry,548.4,2.04,1118.2,Grade C
Kaduna,Kaduna-LGA-13,maize,2022_dry,240.0,2.0,480.9,Grade B
Oyo,Oyo-LGA-03,rice,2022_dry,676.8,2.88,1949.5,Grade B
Lagos,Lagos-LGA-10,cocoa,2022_wet,971.7,0.41,401.5,Grade C
Zamfara,Zamfara-LGA-05,sorghum,2025_wet,100.0,0.54,54.3,Grade A
Plateau,Plateau-LGA-06,maize,2024_wet,146.8,2.0,293.2,Grade B
Ogun,Ogun-LGA-04,cassava,2024_dry,691.4,8.51,5887.1,Grade A
Kwara,Kwara-LGA-11,cassava,2022_dry,1698.2,7.98,13552.7,Grade B
Ekiti,Ekiti-LGA-02,rice,2022_wet,1361.4,3.59,4883.7,Grade B
Oyo,Oyo-LGA-09,yam,2024_dry,777.7,13.23,10289.8,Grade B
Plateau,Plateau-LGA-08,rice,2024_wet,2714.3,1.7,4625.4,Grade C
Bayelsa,Bayelsa-LGA-05,rice,2024_dry,882.1,2.57,2267.4,Grade B
Borno,Borno-LGA-04,millet,2024_wet,100.0,0.51,51.4,Grade B
Akwa Ibom,Akwa Ibom-LGA-04,cocoa,2022_wet,1735.7,0.14,238.7,Grade B
Adamawa,Adamawa-LGA-12,cocoa,2022_wet,1573.5,0.46,723.6,Grade A
Borno,Borno-LGA-03,cassava,2023_dry,4112.1,4.0,16448.4,Grade A
Kogi,Kogi-LGA-13,rice,2023_wet,1475.0,2.58,3808.1,Grade A
Bayelsa,Bayelsa-LGA-09,oil_palm,2023_dry,244.0,5.69,1388.0,Grade B
Ebonyi,Ebonyi-LGA-04,sorghum,2022_wet,1323.0,1.88,2490.4,Grade B
Bauchi,Bauchi-LGA-02,maize,2024_dry,309.4,2.94,909.4,Grade B
Benue,Benue-LGA-05,maize,2023_wet,242.8,1.41,343.0,Grade A
FCT,FCT-LGA-02,yam,2025_wet,288.9,13.48,3893.8,Grade B
Kaduna,Kaduna-LGA-09,maize,2022_dry,244.8,2.41,589.0,Grade C
Benue,Benue-LGA-03,cocoa,2022_wet,100.0,0.11,10.7,Grade A
Lagos,Lagos-LGA-05,sorghum,2023_wet,1377.5,2.1,2889.2,Grade B
Ekiti,Ekiti-LGA-13,oil_palm,2025_wet,100.0,3.89,388.6,Grade A
Akwa Ibom,Akwa Ibom-LGA-04,yam,2022_wet,100.0,15.23,1523.2,Grade B
Akwa Ibom,Akwa Ibom-LGA-01,rice,2024_wet,734.6,4.72,3470.0,Grade C
Rivers,Rivers-LGA-08,cassava,2022_wet,100.0,16.38,1637.9,Grade B
Bayelsa,Bayelsa-LGA-06,yam,2022_dry,4868.9,16.56,80641.5,Grade B
Edo,Edo-LGA-02,rice,2023_dry,100.0,3.49,349.0,Grade A
Kogi,Kogi-LGA-14,oil_palm,2022_wet,100.0,4.95,495.1,Grade B
Bauchi,Bauchi-LGA-01,millet,2022_dry,446.1,2.02,901.2,Grade A
Yobe,Yobe-LGA-12,oil_palm,2024_wet,106.6,1.0,106.6,Grade A
Kogi,Kogi-LGA-02,cocoa,2023_wet,2616.6,0.3,780.7,Grade A
Akwa Ibom,Akwa Ibom-LGA-09,millet,2024_wet,837.8,1.11,930.4,Grade B
Oyo,Oyo-LGA-05,maize,2023_dry,632.6,2.28,1442.6,Grade C
Osun,Osun-LGA-06,cocoa,2022_dry,1368.1,0.31,420.0,Grade C
Taraba,Taraba-LGA-01,oil_palm,2025_wet,423.7,3.37,1429.8,Grade B
Plateau,Plateau-LGA-04,cocoa,2023_wet,380.7,0.43,163.3,Grade B
Kwara,Kwara-LGA-13,rice,2024_dry,100.0,2.88,287.9,Grade C
Ebonyi,Ebonyi-LGA-10,millet,2022_wet,100.0,0.57,57.4,Grade B
Gombe,Gombe-LGA-06,cassava,2024_wet,100.0,10.08,1008.1,Grade A
Cross River,Cross River-LGA-11,sorghum,2025_wet,1811.7,1.68,3052.4,Grade A
Kano,Kano-LGA-07,cocoa,2023_wet,100.0,0.21,21.3,Grade A
Jigawa,Jigawa-LGA-12,maize,2025_wet,164.3,2.04,335.4,Grade C
Kebbi,Kebbi-LGA-10,maize,2023_wet,1596.5,1.57,2504.0,Grade B
Sokoto,Sokoto-LGA-10,cassava,2023_dry,2076.0,12.74,26454.6,Grade A
Nasarawa,Nasarawa-LGA-08,yam,2024_wet,424.9,12.65,5377.2,Grade B
Taraba,Taraba-LGA-09,rice,2022_dry,6319.1,3.16,19991.0,Grade B
Anambra,Anambra-LGA-12,millet,2022_dry,850.4,1.54,1309.6,Grade C
Ekiti,Ekiti-LGA-03,rice,2023_dry,100.0,2.48,248.0,Grade C
Edo,Edo-LGA-02,cassava,2025_wet,398.5,6.73,2680.8,Grade B
Oyo,Oyo-LGA-06,cocoa,2023_dry,7423.4,0.57,4207.8,Grade A
Enugu,Enugu-LGA-12,yam,2023_wet,239.5,8.66,2072.8,Grade B
Kaduna,Kaduna-LGA-05,cocoa,2023_wet,140.8,0.38,53.2,Grade A
Enugu,Enugu-LGA-11,cassava,2024_wet,102.9,9.99,1027.7,Grade A
Ekiti,Ekiti-LGA-09,rice,2025_wet,174.7,3.55,621.0,Grade A
Imo,Imo-LGA-11,millet,2022_dry,356.4,1.52,541.3,Grade B
Lagos,Lagos-LGA-11,cassava,2025_wet,673.2,8.47,5705.0,Grade B
Oyo,Oyo-LGA-05,cocoa,2024_dry,1375.5,0.5,685.8,Grade B
Gombe,Gombe-LGA-10,sorghum,2022_dry,184.9,1.07,198.0,Grade B
Rivers,Rivers-LGA-13,cocoa,2022_dry,100.0,0.66,65.6,Grade A
Taraba,Taraba-LGA-05,rice,2022_wet,2519.0,2.01,5050.9,Grade A
Katsina,Katsina-LGA-11,cassava,2023_wet,283.4,4.89,1386.6,Grade C
Lagos,Lagos-LGA-12,sorghum,2025_wet,100.0,1.17,116.7,Grade A
Bayelsa,Bayelsa-LGA-09,rice,2022_wet,100.0,3.82,381.9,Grade C
Plateau,Plateau-LGA-12,maize,2023_wet,100.0,2.76,276.4,Grade B
Ekiti,Ekiti-LGA-12,sorghum,2022_dry,2232.5,1.53,3406.6,Grade C
Osun,Osun-LGA-03,millet,2023_wet,2052.4,1.15,2355.0,Grade A
Cross River,Cross River-LGA-04,maize,2023_wet,181.4,1.76,318.7,Grade B
Osun,Osun-LGA-03,cocoa,2022_wet,1138.6,0.23,263.6,Grade A
FCT,FCT-LGA-04,yam,2024_dry,2165.9,10.38,22482.0,Grade B
Nasarawa,Nasarawa-LGA-05,yam,2022_wet,100.0,11.39,1139.2,Grade C
Kaduna,Kaduna-LGA-05,sorghum,2023_dry,269.9,1.54,414.4,Grade B
Bauchi,Bauchi-LGA-05,sorghum,2024_dry,1439.1,1.21,1735.6,Grade A
Delta,Delta-LGA-03,sorghum,2023_wet,526.4,0.79,416.4,Grade C
Benue,Benue-LGA-13,sorghum,2023_dry,555.1,1.8,999.4,Grade C
Bauchi,Bauchi-LGA-01,yam,2023_wet,1084.1,13.09,14188.8,Grade B
Kano,Kano-LGA-02,cocoa,2022_wet,621.0,0.35,216.2,Grade A
Sokoto,Sokoto-LGA-13,rice,2022_wet,5989.8,1.45,8688.2,Grade B
Katsina,Katsina-LGA-09,oil_palm,2022_dry,100.0,1.76,176.0,Grade C
Kaduna,Kaduna-LGA-14,sorghum,2023_wet,661.4,1.05,693.2,Grade A
Cross River,Cross River-LGA-03,maize,2025_wet,100.0,2.11,210.9,Grade B
Yobe,Yobe-LGA-02,cocoa,2022_wet,241.4,0.47,112.3,Grade C
Ondo,Ondo-LGA-11,yam,2023_wet,118.9,8.38,997.3,Grade B
Taraba,Taraba-LGA-03,millet,2023_dry,100.0,0.93,93.1,Grade B
Akwa Ibom,Akwa Ibom-LGA-05,maize,2022_dry,100.0,3.7,369.6,Grade B
Nasarawa,Nasarawa-LGA-14,yam,2024_dry,1470.6,14.33,21069.5,Grade A
Kebbi,Kebbi-LGA-03,oil_palm,2023_wet,784.6,2.21,1735.6,Grade A
Akwa Ibom,Akwa Ibom-LGA-04,sorghum,2023_wet,1742.2,1.46,2544.8,Grade B
Plateau,Plateau-LGA-06,rice,2024_dry,100.0,4.09,409.4,Grade B
Kwara,Kwara-LGA-06,yam,2025_wet,100.0,10.53,1053.0,Grade A
Cross River,Cross River-LGA-08,cassava,2023_dry,143.3,11.74,1682.6,Grade C
Enugu,Enugu-LGA-05,millet,2024_wet,709.9,0.95,674.8,Grade C
Plateau,Plateau-LGA-06,sorghum,2023_wet,172.0,1.1,189.2,Grade B
Akwa Ibom,Akwa Ibom-LGA-08,cocoa,2022_dry,6386.0,0.46,2932.9,Grade A
Kebbi,Kebbi-LGA-14,millet,2023_wet,195.5,0.84,164.4,Grade B
Kano,Kano-LGA-01,millet,2024_wet,1827.4,1.15,2106.7,Grade B
Nasarawa,Nasarawa-LGA-08,cocoa,2023_dry,4068.1,0.52,2125.2,Grade B
Ebonyi,Ebonyi-LGA-08,oil_palm,2023_wet,1478.1,2.54,3760.3,Grade B
Taraba,Taraba-LGA-03,oil_palm,2024_wet,288.1,3.07,884.1,Grade A
Akwa Ibom,Akwa Ibom-LGA-03,sorghum,2024_dry,100.0,0.64,63.8,Grade C
Katsina,Katsina-LGA-08,cocoa,2024_dry,1417.7,0.27,385.4,Grade A
Gombe,Gombe-LGA-12,rice,2024_dry,377.6,1.65,622.8,Grade B
Kano,Kano-LGA-08,yam,2025_wet,100.0,8.51,850.9,Grade B
Kwara,Kwara-LGA-04,sorghum,2025_wet,143.1,0.64,92.2,Grade B
Cross River,Cross River-LGA-04,maize,2024_dry,100.0,1.44,143.7,Grade A
Lagos,Lagos-LGA-02,oil_palm,2022_dry,151.1,2.09,316.1,Grade B
Yobe,Yobe-LGA-05,cassava,2023_dry,103.1,4.0,412.5,Grade B
Anambra,Anambra-LGA-08,oil_palm,2022_wet,779.8,3.0,2338.9,Grade B
Oyo,Oyo-LGA-11,rice,2022_dry,281.3,3.14,883.9,Grade A
Oyo,Oyo-LGA-10,yam,2025_wet,3201.6,8.66,27724.5,Grade C
Imo,Imo-LGA-08,cassava,2022_dry,100.0,9.82,982.2,Grade A
Taraba,Taraba-LGA-10,oil_palm,2024_wet,100.0,4.74,474.0,Grade B
Bauchi,Bauchi-LGA-07,rice,2024_dry,254.6,2.53,644.7,Grade A
Bayelsa,Bayelsa-LGA-08,millet,2025_wet,1950.9,2.5,4877.3,Grade B
Bayelsa,Bayelsa-LGA-14,rice,2025_wet,191.8,3.24,621.1,Grade B
Kebbi,Kebbi-LGA-03,cassava,2024_dry,546.5,7.21,3939.1,Grade A
Imo,Imo-LGA-11,yam,2022_dry,156.4,13.56,2119.9,Grade A
Akwa Ibom,Akwa Ibom-LGA-07,yam,2022_dry,498.8,11.08,5528.6,Grade B
Cross River,Cross River-LGA-07,maize,2025_wet,161.5,2.99,483.1,Grade A
Ondo,Ondo-LGA-08,cassava,2025_wet,419.0,9.78,4098.6,Grade A
Taraba,Taraba-LGA-02,cassava,2023_dry,6020.8,6.75,40629.3,Grade B
Katsina,Katsina-LGA-08,cassava,2023_wet,100.0,8.31,831.0,Grade C
Plateau,Plateau-LGA-13,oil_palm,2022_wet,239.1,3.46,827.4,Grade B
Katsina,Katsina-LGA-06,rice,2025_wet,2327.2,1.47,3431.1,Grade B
Sokoto,Sokoto-LGA-01,sorghum,2022_wet,394.9,0.62,244.2,Grade B
Kogi,Kogi-LGA-05,cocoa,2023_dry,2041.0,0.34,692.5,Grade A
Imo,Imo-LGA-13,cocoa,2024_dry,100.0,0.47,47.1,Grade B
Delta,Delta-LGA-11,cocoa,2024_wet,100.0,0.44,44.2,Grade C
Ondo,Ondo-LGA-07,millet,2022_dry,100.0,1.25,125.0,Grade C
Borno,Borno-LGA-14,cassava,2024_wet,100.0,5.89,589.1,Grade A
Lagos,Lagos-LGA-11,cassava,2024_dry,365.7,12.3,4499.1,Grade B
Oyo,Oyo-LGA-07,rice,2022_dry,718.0,2.48,1781.3,Grade B
Cross River,Cross River-LGA-07,cassava,2024_wet,291.3,7.8,2272.0,Grade C
Ondo,Ondo-LGA-12,maize,2022_dry,532.3,3.06,1627.3,Grade B
Imo,Imo-LGA-10,millet,2025_wet,274.4,0.87,237.4,Grade A
Akwa Ibom,Akwa Ibom-LGA-11,sorghum,2024_wet,100.0,2.13,212.7,Grade A
Katsina,Katsina-LGA-01,yam,2022_dry,282.1,5.26,1483.3,Grade C
Zamfara,Zamfara-LGA-05,millet,2023_wet,100.0,0.89,88.7,Grade C
Kaduna,Kaduna-LGA-14,cocoa,2022_wet,418.6,0.46,194.2,Grade C
Katsina,Katsina-LGA-04,millet,2022_dry,2711.3,0.74,2010.6,Grade A
Taraba,Taraba-LGA-11,maize,2022_wet,4199.5,2.44,10228.5,Grade A
Enugu,Enugu-LGA-05,maize,2022_wet,233.7,2.74,641.2,Grade B
Niger,Niger-LGA-14,cassava,2022_dry,100.0,10.75,1074.6,Grade C
Borno,Borno-LGA-01,oil_palm,2024_wet,120.3,1.16,139.7,Grade A
Bauchi,Bauchi-LGA-14,cocoa,2023_dry,3841.5,0.61,2352.8,Grade C
Edo,Edo-LGA-02,cassava,2025_wet,537.6,10.47,5628.8,Grade C
Anambra,Anambra-LGA-01,yam,2024_wet,100.0,13.06,1306.3,Grade B
Enugu,Enugu-LGA-06,maize,2023_dry,120.9,1.51,183.1,Grade B
Ogun,Ogun-LGA-11,yam,2023_dry,1274.1,12.24,15590.0,Grade B
Kogi,Kogi-LGA-04,sorghum,2022_wet,166.8,2.13,354.7,Grade A
Borno,Borno-LGA-11,oil_palm,2022_wet,184.8,1.13,208.2,Grade C
Edo,Edo-LGA-10,maize,2022_wet,278.8,2.96,824.7,Grade A
Jigawa,Jigawa-LGA-05,millet,2024_wet,2732.8,0.64,1744.4,Grade B
Zamfara,Zamfara-LGA-07,oil_palm,2023_dry,1575.8,1.59,2511.6,Grade C
Kwara,Kwara-LGA-03,sorghum,2023_dry,167.0,0.97,162.6,Grade A
Taraba,Taraba-LGA-12,sorghum,2022_wet,1323.0,0.9,1192.6,Grade B
Anambra,Anambra-LGA-02,oil_palm,2024_wet,1172.3,6.13,7191.3,Grade B
Ondo,Ondo-LGA-13,sorghum,2023_dry,154.7,0.47,73.1,Grade A
Yobe,Yobe-LGA-08,maize,2023_wet,113.0,0.5,56.5,Grade C
Cross River,Cross River-LGA-02,maize,2022_wet,983.2,3.04,2991.3,Grade C
Taraba,Taraba-LGA-12,maize,2025_wet,100.0,3.45,344.7,Grade B
Akwa Ibom,Akwa Ibom-LGA-03,rice,2024_dry,130.6,2.42,315.4,Grade B
Rivers,Rivers-LGA-14,rice,2025_wet,113.6,1.77,201.1,Grade A
Akwa Ibom,Akwa Ibom-LGA-09,maize,2023_wet,339.8,1.3,442.8,Grade B
Niger,Niger-LGA-12,cassava,2024_wet,1167.4,7.43,8679.2,Grade A
Niger,Niger-LGA-12,maize,2023_wet,100.0,2.01,201.3,Grade B
Imo,Imo-LGA-08,cassava,2023_dry,176.3,13.2,2328.0,Grade A
Enugu,Enugu-LGA-10,millet,2023_wet,762.5,1.41,1073.9,Grade B
Ogun,Ogun-LGA-12,maize,2023_dry,490.7,1.76,861.2,Grade A
Ebonyi,Ebonyi-LGA-11,maize,2025_wet,251.0,2.48,621.7,Grade C
Kogi,Kogi-LGA-10,oil_palm,2025_wet,2239.3,2.1,4707.9,Grade A
Nasarawa,Nasarawa-LGA-01,yam,2025_wet,100.0,13.93,1392.7,Grade B
Kwara,Kwara-LGA-09,maize,2023_dry,987.5,2.29,2260.6,Grade C
Taraba,Taraba-LGA-11,cassava,2022_wet,177.1,10.71,1896.4,Grade C
Abia,Abia-LGA-10,yam,2023_wet,100.0,9.16,916.1,Grade C
Katsina,Katsina-LGA-03,yam,2024_wet,599.4,7.57,4534.3,Grade B
FCT,FCT-LGA-02,rice,2024_dry,2152.6,3.58,7703.2,Grade B
Imo,Imo-LGA-01,maize,2023_wet,479.4,1.47,705.9,Grade B
Rivers,Rivers-LGA-09,maize,2025_wet,264.7,1.94,514.4,Grade B
Kebbi,Kebbi-LGA-09,oil_palm,2024_wet,106.2,4.04,429.0,Grade C
Imo,Imo-LGA-02,maize,2025_wet,307.1,2.13,653.3,Grade B
Akwa Ibom,Akwa Ibom-LGA-11,maize,2024_wet,100.0,1.6,160.4,Grade B
Cross River,Cross River-LGA-13,millet,2024_wet,100.0,1.26,126.2,Grade C
FCT,FCT-LGA-05,maize,2022_dry,100.0,1.83,182.6,Grade B
Jigawa,Jigawa-LGA-12,cassava,2023_dry,425.2,4.71,2004.3,Grade B
Taraba,Taraba-LGA-14,rice,2022_wet,130.9,2.26,295.7,Grade C
Oyo,Oyo-LGA-10,cassava,2024_wet,482.8,10.97,5295.2,Grade C
Lagos,Lagos-LGA-14,cocoa,2025_wet,8975.0,0.58,5193.0,Grade C
Oyo,Oyo-LGA-05,rice,2024_dry,831.3,2.78,2314.2,Grade B
Taraba,Taraba-LGA-04,maize,2022_wet,1193.3,0.92,1095.8,Grade A
Taraba,Taraba-LGA-13,sorghum,2024_dry,2465.2,1.05,2600.3,Grade A
Kaduna,Kaduna-LGA-07,sorghum,2025_wet,100.0,0.85,85.0,Grade C
Borno,Borno-LGA-03,millet,2022_dry,180.1,0.5,90.1,Grade B
Plateau,Plateau-LGA-03,millet,2025_wet,280.1,1.62,453.5,Grade C
Lagos,Lagos-LGA-04,sorghum,2022_wet,100.0,1.2,119.6,Grade C
Enugu,Enugu-LGA-03,sorghum,2023_dry,1587.7,2.18,3460.5,Grade B
Ekiti,Ekiti-LGA-02,rice,2022_wet,289.8,2.18,631.0,Grade C
Akwa Ibom,Akwa Ibom-LGA-09,millet,2024_dry,210.4,1.94,408.2,Grade B
Rivers,Rivers-LGA-14,oil_palm,2022_dry,100.0,3.45,345.3,Grade B
Ogun,Ogun-LGA-02,rice,2023_dry,1608.1,2.18,3502.6,Grade B
Adamawa,Adamawa-LGA-12,cassava,2022_dry,466.9,5.23,2442.2,Grade C
Ekiti,Ekiti-LGA-03,yam,2024_wet,937.8,11.64,10915.4,Grade A
Ogun,Ogun-LGA-05,sorghum,2022_dry,1300.3,1.02,1331.2,Grade C
Katsina,Katsina-LGA-12,rice,2025_wet,517.3,2.36,1220.3,Grade A
Yobe,Yobe-LGA-04,millet,2024_dry,127.3,0.3,38.2,Grade B
Edo,Edo-LGA-08,oil_palm,2025_wet,384.6,4.3,1655.1,Grade C
Plateau,Plateau-LGA-12,rice,2025_wet,224.8,3.05,686.6,Grade B
Kogi,Kogi-LGA-09,maize,2024_wet,296.4,2.33,689.7,Grade C
Ekiti,Ekiti-LGA-14,cassava,2023_dry,923.9,11.34,10480.4,Grade A
Kwara,Kwara-LGA-11,oil_palm,2024_wet,3756.8,2.68,10058.4,Grade A
Anambra,Anambra-LGA-05,yam,2023_dry,181.1,9.25,1675.2,Grade A
Benue,Benue-LGA-02,sorghum,2023_dry,1039.2,0.81,837.3,Grade B
Ekiti,Ekiti-LGA-06,millet,2024_wet,100.0,1.28,128.0,Grade B
Imo,Imo-LGA-07,cocoa,2024_wet,284.1,0.45,129.3,Grade C
Kwara,Kwara-LGA-14,sorghum,2022_wet,616.3,1.03,637.2,Grade B
Anambra,Anambra-LGA-11,maize,2022_wet,812.1,2.69,2187.1,Grade C
Delta,Delta-LGA-05,millet,2022_dry,240.8,1.29,309.5,Grade B
Lagos,Lagos-LGA-06,rice,2022_wet,1228.9,3.98,4887.1,Grade B
Kebbi,Kebbi-LGA-07,sorghum,2023_dry,112.9,1.23,138.6,Grade B
Abia,Abia-LGA-13,rice,2023_dry,670.2,2.89,1934.7,Grade B
Lagos,Lagos-LGA-08,millet,2024_wet,100.0,1.03,102.6,Grade B
Lagos,Lagos-LGA-14,maize,2023_dry,108.2,2.11,227.8,Grade A
Ogun,Ogun-LGA-07,millet,2023_dry,2795.5,1.33,3721.8,Grade A
Imo,Imo-LGA-07,cassava,2025_wet,100.0,10.91,1091.3,Grade A
Cross River,Cross River-LGA-12,yam,2024_dry,1183.4,13.35,15795.7,Grade B
Taraba,Taraba-LGA-07,millet,2022_wet,1719.7,1.89,3255.0,Grade B
Taraba,Taraba-LGA-06,millet,2022_wet,100.0,0.9,89.6,Grade B
Kogi,Kogi-LGA-09,yam,2023_dry,112.0,12.42,1391.3,Grade B
Kwara,Kwara-LGA-01,cocoa,2025_wet,187.3,0.47,87.8,Grade B
Anambra,Anambra-LGA-02,oil_palm,2023_wet,126.0,4.41,555.6,Grade B
Lagos,Lagos-LGA-11,cassava,2023_wet,640.6,10.84,6943.1,Grade B
Cross River,Cross River-LGA-12,cassava,2025_wet,416.2,10.24,4260.5,Grade B
Bauchi,Bauchi-LGA-12,yam,2024_wet,1316.2,10.28,13535.8,Grade B
Imo,Imo-LGA-02,maize,2024_wet,100.0,2.79,279.0,Grade B
Kogi,Kogi-LGA-03,cocoa,2025_wet,635.8,0.65,415.5,Grade A
Abia,Abia-LGA-11,maize,2022_wet,100.0,1.99,199.0,Grade A
Imo,Imo-LGA-14,oil_palm,2022_dry,256.5,4.66,1194.9,Grade B
Ekiti,Ekiti-LGA-10,maize,2024_wet,436.4,3.0,1307.0,Grade B
Plateau,Plateau-LGA-05,oil_palm,2023_dry,1871.9,2.86,5354.5,Grade B
FCT,FCT-LGA-04,millet,2023_wet,224.8,0.3,67.4,Grade B
Oyo,Oyo-LGA-13,millet,2024_dry,475.7,2.0,952.0,Grade B
Cross River,Cross River-LGA-13,cassava,2022_wet,1465.9,10.87,15932.6,Grade C
Borno,Borno-LGA-06,yam,2022_wet,4219.9,5.0,21099.7,Grade B
Delta,Delta-LGA-04,millet,2025_wet,778.7,0.6,466.8,Grade A
Anambra,Anambra-LGA-03,oil_palm,2023_wet,332.0,2.45,813.8,Grade A
Oyo,Oyo-LGA-10,sorghum,2024_dry,1199.2,1.46,1755.2,Grade A
Kwara,Kwara-LGA-05,cocoa,2024_wet,244.1,0.32,78.6,Grade B
Yobe,Yobe-LGA-02,cassava,2025_wet,3261.8,6.44,20997.6,Grade A
Anambra,Anambra-LGA-08,millet,2022_dry,178.3,1.03,183.0,Grade A
Zamfara,Zamfara-LGA-13,cassava,2023_dry,180.0,4.4,791.8,Grade B
Yobe,Yobe-LGA-09,cassava,2025_wet,639.4,4.68,2990.7,Grade A
Nasarawa,Nasarawa-LGA-13,millet,2022_wet,14645.2,1.13,16563.5,Grade A
Niger,Niger-LGA-10,oil_palm,2024_dry,100.0,4.83,483.0,Grade B
Anambra,Anambra-LGA-03,cocoa,2024_wet,100.1,0.63,62.9,Grade C
Benue,Benue-LGA-12,cocoa,2022_wet,1385.2,0.73,1008.4,Grade B
Sokoto,Sokoto-LGA-10,rice,2024_dry,119.8,3.59,430.1,Grade B
Zamfara,Zamfara-LGA-08,maize,2024_wet,398.5,1.2,477.5,Grade B
Gombe,Gombe-LGA-02,maize,2024_wet,221.4,1.83,404.9,Grade B
FCT,FCT-LGA-05,cocoa,2024_wet,4385.6,0.54,2376.3,Grade A
Bauchi,Bauchi-LGA-12,sorghum,2023_dry,100.0,1.66,165.7,Grade B
Kogi,Kogi-LGA-11,yam,2025_wet,1715.8,7.9,13554.8,Grade A
Bayelsa,Bayelsa-LGA-03,cocoa,2022_dry,836.4,0.53,440.8,Grade B
Niger,Niger-LGA-01,millet,2023_dry,278.3,1.51,421.2,Grade A
Kaduna,Kaduna-LGA-03,oil_palm,2022_dry,100.0,2.74,274.2,Grade B
Nasarawa,Nasarawa-LGA-01,oil_palm,2022_wet,100.0,2.69,268.7,Grade B
Adamawa,Adamawa-LGA-06,oil_palm,2024_wet,209.0,2.57,536.6,Grade A
Borno,Borno-LGA-10,millet,2022_wet,288.3,0.46,133.9,Grade A
Sokoto,Sokoto-LGA-14,oil_palm,2023_dry,327.7,4.06,1329.6,Grade A
Yobe,Yobe-LGA-06,maize,2025_wet,351.8,1.41,496.2,Grade C
Delta,Delta-LGA-13,rice,2024_wet,776.7,3.41,2645.4,Grade C
Taraba,Taraba-LGA-01,cassava,2023_wet,241.3,10.37,2501.4,Grade B
Nasarawa,Nasarawa-LGA-01,yam,2022_wet,100.0,12.02,1202.2,Grade B
Ondo,Ondo-LGA-09,cocoa,2022_wet,100.0,0.41,40.6,Grade C
Delta,Delta-LGA-10,maize,2022_wet,688.1,1.98,1365.0,Grade A
Kogi,Kogi-LGA-01,cocoa,2024_wet,6738.1,0.75,5059.8,Grade B
Benue,Benue-LGA-03,sorghum,2023_dry,590.8,1.95,1153.2,Grade B
Imo,Imo-LGA-10,rice,2023_wet,130.2,2.28,297.1,Grade A
Ogun,Ogun-LGA-08,rice,2025_wet,1672.0,2.7,4507.6,Grade C
Zamfara,Zamfara-LGA-01,sorghum,2024_dry,738.2,0.58,428.8,Grade A
Benue,Benue-LGA-08,maize,2023_dry,2331.7,2.7,6284.5,Grade B
Kwara,Kwara-LGA-11,cassava,2023_dry,136.0,8.92,1213.0,Grade A
Kwara,Kwara-LGA-06,millet,2023_dry,765.5,0.81,622.6,Grade B
Bauchi,Bauchi-LGA-12,cassava,2023_wet,100.0,9.54,954.2,Grade A
Lagos,Lagos-LGA-05,cassava,2022_dry,100.0,9.2,919.7,Grade B
Bauchi,Bauchi-LGA-08,sorghum,2024_dry,225.8,1.62,366.2,Grade B
FCT,FCT-LGA-07,cassava,2025_wet,434.2,6.71,2911.9,Grade A
Delta,Delta-LGA-10,rice,2024_wet,320.8,3.84,1233.4,Grade A
Taraba,Taraba-LGA-06,yam,2022_dry,464.3,9.74,4523.5,Grade A
Lagos,Lagos-LGA-01,cassava,2025_wet,395.6,11.32,4476.2,Grade B
Nasarawa,Nasarawa-LGA-11,rice,2022_wet,1202.0,3.66,4402.3,Grade B
Lagos,Lagos-LGA-11,cassava,2024_wet,3483.8,11.73,40866.3,Grade B
Ondo,Ondo-LGA-06,cocoa,2025_wet,159.7,0.45,71.7,Grade C
Enugu,Enugu-LGA-09,oil_palm,2023_dry,100.0,4.66,466.3,Grade B
Kwara,Kwara-LGA-14,cocoa,2023_dry,1201.3,0.37,447.2,Grade B
Cross River,Cross River-LGA-13,sorghum,2024_wet,8275.3,1.35,11152.0,Grade B
Gombe,Gombe-LGA-09,cassava,2023_wet,482.7,10.06,4856.1,Grade A
Ondo,Ondo-LGA-10,maize,2024_dry,100.0,1.62,162.2,Grade A
Ogun,Ogun-LGA-07,oil_palm,2022_dry,153.1,6.64,1016.6,Grade C
Kano,Kano-LGA-12,millet,2022_wet,1021.3,1.19,1215.5,Grade B
Akwa Ibom,Akwa Ibom-LGA-11,cassava,2024_dry,6479.5,10.15,65746.2,Grade C
Ondo,Ondo-LGA-13,cassava,2024_dry,3668.5,9.91,36359.4,Grade B
Bayelsa,Bayelsa-LGA-02,cocoa,2022_dry,521.2,0.53,277.2,Grade B
Katsina,Katsina-LGA-01,oil_palm,2022_dry,1164.0,1.0,1164.0,Grade A
Yobe,Yobe-LGA-03,cocoa,2022_wet,483.9,0.17,81.9,Grade A
Anambra,Anambra-LGA-06,millet,2023_wet,1027.0,1.46,1500.0,Grade A
Cross River,Cross River-LGA-08,yam,2024_wet,275.9,12.9,3559.3,Grade C
Ebonyi,Ebonyi-LGA-14,sorghum,2022_dry,100.0,1.31,130.7,Grade C
Nasarawa,Nasarawa-LGA-05,rice,2024_wet,340.9,3.25,1109.2,Grade C
Delta,Delta-LGA-10,maize,2022_wet,175.9,2.14,376.3,Grade B
FCT,FCT-LGA-04,sorghum,2025_wet,780.9,0.49,380.2,Grade C
Nasarawa,Nasarawa-LGA-01,millet,2023_wet,118.3,1.95,230.5,Grade A
